Download  Object Name SN Type SNID Match  Filename  Observation Date  Phase (Peak | Discovery)  Instrument  Wavelength Range  S/N Ratio Observer | Reducer  Reference
SN 2007bd Ia  Ia,Ia-norm  sn2007bd-20070426.226-ui.flm  20070426.226  9.7 | 22  Kast  3614.0 - 10500.0  10.1543 Thea Steele, Moore | Thea Steele  2012MNRAS.425.1789S
SN 2007bj Ia  Ia,Ia-99aa,Ia-norm  sn2007bj-20070510.471-ui.flm  20070510.471  None | 22 Kast  3468.0 - 10600.0  22.6197 Jeffrey Silverman, Thea Steele, Alex Filippenko | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007bj Ia  Ia,Ia-norm,Ia-pec sn2007bj-20070426.493-ui.flm  20070426.493  None | 8  Kast  3340.0 - 10500.0  38.8157 Thea Steele, Moore | Thea Steele  2012MNRAS.425.1789S
SN 2007bj Ia  Ia,Ia-99aa,Ia-norm  sn2007bj-20070524.423-ui.flm  20070524.423  None | 36 Kast  3304.0 - 10600.0  34.2335 Wong, Desroches, Moore | Thea Steele  2012MNRAS.425.1789S
SN 2007bm Ia  Ia,Ia-norm  sn2007bm-20070614.216-ui.flm  20070614.216  40.7 | 55 Kast  3324.0 - 10500.0  47.2432 Frank Serduke, Desroches, Mohan Ganeshalingam | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007bm Ia  Ia,Ia-norm  sn2007bm-20070426.278-ui.flm  20070426.278  -8.0 | 6  Kast  3340.0 - 10500.0  59.7548 Thea Steele, Moore | Thea Steele  2012MNRAS.425.1789S
SN 2007bm Ia  Ia,Ia-norm  sn2007bm-20070524.199-ui.flm  20070524.199  19.9 | 34 Kast  3320.0 - 10500.0  53.8757 Wong, Desroches, Moore | Thea Steele  2012MNRAS.425.1789S
SN 2007bm Ia  Ia,Ia-norm  sn2007bm-20070519.239-ui.flm  20070519.239  14.9 | 29 Kast  3386.0 - 10500.0  49.7799 Wong, Thea Steele | Thea Steele 2012MNRAS.425.1789S
SN 2007bz Ia  Ia,Ia-99aa,Ia-norm  sn2007bz-20070426.419-ui.flm  20070426.419  1.0 | 4 Kast  3340.0 - 10500.0  29.4301 Thea Steele, Moore | Thea Steele  2012MNRAS.425.1789S
SN 2007ca Ia  Ia,Ia-norm  sn2007ca-20070609.277-ui.flm  20070609.277  32.5 | 45 Kast  3314.0 - 10500.0  26.8827 Frank Serduke, Mohan Ganeshalingam | Jeffrey Silverman  2012MNRAS.425.1789S
SN 2007ca Ia  Ia,Ia-norm  sn2007ca-20070426.305-ui.flm  20070426.305  -10.8 | 1 Kast  3456.0 - 10500.0  28.8059 Thea Steele, Moore | Thea Steele  2012MNRAS.425.1789S
SN 2007ca Ia  Ia,Ia-norm  sn2007ca-20070524.291-ui.flm  20070524.291  16.8 | 29 Kast  3530.0 - 10262.0  30.2947 Wong, Desroches, Moore | Thea Steele  2012MNRAS.425.1789S
SN 2007cf Ia  Ia,Ia-91bg  sn2007cf-20070510.412-ui.flm  20070510.412  None | 2  Kast  3330.0 - 10600.0  6.66584 Jeffrey Silverman, Thea Steele, Alex Filippenko | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007cg Ia  Ia,Ia-norm  sn2007cg-20070524.234-ui.flm  20070524.234  16.5 | 13 Kast  3580.0 - 10486.0  12.0675 Wong, Desroches, Moore | Thea Steele  2012MNRAS.425.1789S
SN 2007ci Ia  Ia,Ia-norm  sn2007ci-20070609.244-ui.flm  20070609.244  13.8 | 25 Kast  3310.0 - 10500.0  31.048  Frank Serduke, Mohan Ganeshalingam | Jeffrey Silverman  2012MNRAS.425.1789S
SN 2007ci Ia  Ia,Ia-norm  sn2007ci-20070623.249-ui.flm  20070623.249  27.5 | 39 Kast  3308.0 - 10500.0  18.0899 Wong, Ganeshalingam | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007ci Ia  Ia,Ia-norm  sn2007ci-20070524.264-ui.flm  20070524.264  -2.0 | 9  Kast  3320.0 - 10500.0  42.0374 Wong, Desroches, Moore | Thea Steele  2012MNRAS.425.1789S
SN 2007ci Ia  Ia,Ia-norm  sn2007ci-20070519.316-ui.flm  20070519.316  -6.9 | 4  Kast  3428.0 - 10156.0  33.079  Wong, Thea Steele | Thea Steele 2012MNRAS.425.1789S
SN 2007co Ia  Ia,Ia-99aa,Ia-norm  sn2007co-20070707.316-ui.flm  20070707.316  22.4 | 33 Kast  3310.0 - 10500.0  33.2962 Jeffrey Silverman, Mohan Ganeshalingam, Xiaofeng Wang | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007co Ia  Ia,Ia-norm  sn2007co-20070614.468-ui.flm  20070614.468  0.0 | 10  Kast  3324.0 - 10500.0  48.2566 Frank Serduke, Desroches, Mohan Ganeshalingam | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007co Ia  Ia,Ia-norm  sn2007co-20070609.398-ui.flm  20070609.398  -4.9 | 5  Kast  3310.0 - 10500.0  39.2178 Frank Serduke, Mohan Ganeshalingam | Jeffrey Silverman  2012MNRAS.425.1789S
SN 2007co Ia  Ia,Ia-norm  sn2007co-20070623.408-ui.flm  20070623.408  8.8 | 19  Kast  3312.0 - 10500.0  42.8509 Wong, Ganeshalingam | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007co Ia  Ia,Ia-norm  sn2007co-20070715.240-ui.flm  20070715.24 30.2 | 41 Kast  3600.0 - 10124.0  12.4795 Desroches, Wang, Ganesh | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007co Ia  Ia,Ia-99aa,Ia-norm  sn2007co-20070720.239-ui.flm  20070720.239  35.1 | 46 Kast  3320.0 - 10600.0  17.4865 Frank Serduke, Xiaofeng Wang, Alex Filippenko | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007co Ia  Ia,Ia-norm  sn2007co-20070807.277-ui.flm  20070807.277  52.6 | 64 Kast  3326.0 - 10550.0  12.3824 Jeffrey Silverman, Xiaofeng Wang | Jeffrey Silverman  2012MNRAS.425.1789S
SN 2007co Ia  Ia,Ia-norm  sn2007co-20070814.276-ui.flm  20070814.276  59.4 | 71 Kast  3600.0 - 9878.0 14.8956 Mohan Ganeshalingam, Frank Serduke | Thea Steele  2012MNRAS.425.1789S
SN 2007cp Ia  Ia,Ia-norm  sn2007cp-20070614.263-ir.flm  20070614.263  -3.9 | 1  Kast  5160.0 - 10500.0  15.0102 Frank Serduke, Desroches, Mohan Ganeshalingam | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007cp Ia  Ia,Ia-norm  sn2007cp-20070623.217-ui.flm  20070623.217  4.8 | 10  Kast  3308.0 - 10500.0  9.47984 Wong, Ganeshalingam | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007cq Ia  Ia,Ia-91bg,Ia-norm  sn2007cq-20070707.439-ui.flm  20070707.439  6.8 | 16  Kast  3310.0 - 10500.0  31.8782 Jeffrey Silverman, Mohan Ganeshalingam, Xiaofeng Wang | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007cq Ia  Ia,Ia-91bg,Ia-norm  sn2007cq-20070623.431-ui.flm  20070623.431  -6.8 | 2  Kast  3310.0 - 10500.0  36.2827 Wong, Ganeshalingam | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007cq Ia  Ia,Ic,Ic-norm,Ia-norm sn2007cq-20070715.374-ui.flm  20070715.374  14.6 | 24 Kast  3324.0 - 10500.0  30.3575 Desroches, Wang, Ganesh | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007cq Ia  Ia,Ia-norm  sn2007cq-20070720.319-ui.flm  20070720.319  19.5 | 29 Kast  3322.0 - 10600.0  20.6887 Frank Serduke, Xiaofeng Wang, Alex Filippenko | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007cq Ia  Ia,Ia-99aa,Ia-norm  sn2007cq-20070807.330-ui.flm  20070807.33 37.0 | 47 Kast  3326.0 - 10600.0  15.2373 Jeffrey Silverman, Xiaofeng Wang | Jeffrey Silverman  2012MNRAS.425.1789S
SN 2007cq Ia  Ia,Ia-norm  sn2007cq-20070814.346-ui.flm  20070814.346  43.9 | 54 Kast  3610.0 - 10296.0  20.1022 Mohan Ganeshalingam, Frank Serduke | Thea Steele  2012MNRAS.425.1789S
SN 2007cs Ia  Ia,Ia-99aa,Ia-norm  sn2007cs-20070707.463-ui.flm  20070707.463  None | 13 Kast  3310.0 - 10500.0  32.4696 Jeffrey Silverman, Mohan Ganeshalingam, Xiaofeng Wang | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007cs Ia  Ia,Ic,Ia-norm,Ic-broad  sn2007cs-20070720.343-ui.flm  20070720.343  None | 26 Kast  3322.0 - 10600.0  24.7524 Frank Serduke, Xiaofeng Wang, Alex Filippenko | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007cs Ia  Ia,Ia-norm  sn2007cs-20070807.396-ui.flm  20070807.396  None | 44 Kast  3326.0 - 10600.0  15.64 Jeffrey Silverman, Xiaofeng Wang | Jeffrey Silverman  2012MNRAS.425.1789S
SN 2007cs Ia  Ia,Ia-norm  sn2007cs-20070814.384-ui.flm  20070814.384  None | 51 Kast  3618.0 - 10390.0  20.4844 Mohan Ganeshalingam, Frank Serduke | Thea Steele  2012MNRAS.425.1789S
SN 2007fb Ia  Ia,Ia-norm  sn2007fb-20070707.486-ui.flm  20070707.486  0.0 | 4 Kast  3310.0 - 10500.0  36.9936 Jeffrey Silverman, Mohan Ganeshalingam, Xiaofeng Wang | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007fb Ia  Ia,Ia-norm  sn2007fb-20070720.396-ui.flm  20070720.396  12.8 | 17 Kast  3322.0 - 10600.0  31.7572 Frank Serduke, Xiaofeng Wang, Alex Filippenko | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007fb Ia  Ia,Ia-norm  sn2007fb-20070807.461-ui.flm  20070807.461  30.5 | 35 Kast  3326.0 - 10600.0  27.826  Jeffrey Silverman, Xiaofeng Wang | Jeffrey Silverman  2012MNRAS.425.1789S
SN 2007fb Ia  Ia,Ia-norm  sn2007fb-20070905.277-ui.flm  20070905.277  58.9 | 64 Kast  3310.0 - 10500.0  10.4132 Xiaofeng Wang, Emily Miller, Jeffrey Silverman | Jeffrey Silverman  2012MNRAS.425.1789S
SN 2007fb Ia  Ia,Ia-norm  sn2007fb-20071016.231-br.flm  20071016.231  99.2 | 105  LRIS  3180.0 - 9190.0 17.4725 Maryam Modjaz, Alex Filippenko, Ryan Foley, Jeffrey Silverman | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007fb Ia  Ia,Ia-norm  sn2007fb-20070814.493-ui.flm  20070814.493  37.3 | 42 Kast  3510.0 - 10500.0  18.8821 Mohan Ganeshalingam, Frank Serduke | Thea Steele  2012MNRAS.425.1789S
SN 2007fb Ia  Ia,Ia-norm  sn2007fb-20070821.274-ui.flm  20070821.274  44.2 | 49 Kast  3404.0 - 10268.0  11.1591 Xiaofeng Wang, Frank Serduke | Thea Steele  2012MNRAS.425.1789S
SN 2007fc Ia  Ia,Ia-norm  sn2007fc-20070720.475-ui.flm  20070720.475  None | 12 Kast  3322.0 - 10600.0  14.9963 Frank Serduke, Xiaofeng Wang, Alex Filippenko | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007fc Ia  Ia,Ia-norm  sn2007fc-20070807.432-ui.flm  20070807.432  None | 30 Kast  3324.0 - 10600.0  7.99088 Jeffrey Silverman, Xiaofeng Wang | Jeffrey Silverman  2012MNRAS.425.1789S
SN 2007fc Ia  Ia,Ia-99aa,Ia-norm  sn2007fc-20070814.421-ui.flm  20070814.421  None | 37 Kast  3590.0 - 10122.0  12.4953 Mohan Ganeshalingam, Frank Serduke | Thea Steele  2012MNRAS.425.1789S
SN 2007fq Ia  Ic,Ic-broad sn2007fq-subtracted-20070715.401-ui.flm 20070715.401  None | 1  Kast  3324.0 - 10500.0  4.95554 Desroches, Wang, Ganesh | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007fr Ia  Ia,Ia-norm  sn2007fr-20070715.475-ui.flm  20070715.475  None | 1  Kast  3324.0 - 10500.0  17.3312 Desroches, Wang, Ganesh | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007fr Ia  Ia,Ia-norm  sn2007fr-20070720.287-ui.flm  20070720.287  None | 6  Kast  3322.0 - 10600.0  16.4771 Frank Serduke, Xiaofeng Wang, Alex Filippenko | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007fs Ia  Ia,Ia-norm  sn2007fs-20070720.415-ui.flm  20070720.415  None | 5  Kast  3322.0 - 10600.0  51.331  Frank Serduke, Xiaofeng Wang, Alex Filippenko | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007fs Ia  Ia,Ia-norm  sn2007fs-20070807.357-ui.flm  20070807.357  None | 23 Kast  3324.0 - 10600.0  50.6945 Jeffrey Silverman, Xiaofeng Wang | Jeffrey Silverman  2012MNRAS.425.1789S
SN 2007fs Ia  Ia,Ia-norm  sn2007fs-20070905.306-ui.flm  20070905.306  None | 52 Kast  3314.0 - 10500.0  16.7433 Xiaofeng Wang, Emily Miller, Jeffrey Silverman | Jeffrey Silverman  2012MNRAS.425.1789S
SN 2007fs Ia  Ia,Ia-norm  sn2007fs-20071016.225-br.flm  20071016.225  None | 93 LRIS  3128.0 - 9186.0 31.935  Maryam Modjaz, Alex Filippenko, Ryan Foley, Jeffrey Silverman | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007fs Ia  Ia,Ia-norm  sn2007fs-20070814.302-ui.flm  20070814.302  None | 30 Kast  3314.0 - 10500.0  47.2813 Mohan Ganeshalingam, Frank Serduke | Thea Steele  2012MNRAS.425.1789S
SN 2007fs Ia  Ia,Ia-99aa,Ia-norm  sn2007fs-20070821.299-ui.flm  20070821.299  None | 37 Kast  3456.0 - 10500.0  36.4804 Xiaofeng Wang, Frank Serduke | Thea Steele  2012MNRAS.425.1789S
SN 2007ge Ia  Ia,Ia-norm  sn2007ge-20070807.492-ui.flm  20070807.492  None | 19 Kast  3326.0 - 10600.0  24.9065 Jeffrey Silverman, Xiaofeng Wang | Jeffrey Silverman  2012MNRAS.425.1789S
SN 2007gi Ia  NoMatch,NoMatch sn2007gi-20070807.179-ui.flm  20070807.179  None | 7  Kast  3324.0 - 10600.0  111.109 Jeffrey Silverman, Xiaofeng Wang | Jeffrey Silverman  2010PASP..122....1Z
SN 2007gi Ia  Ia,Ib-norm,Ia-norm  sn2007gi-20071112.651-br.flm  20071112.651  None | 104  LRIS  3102.0 - 9180.0 57.4473 Jeffrey Silverman, Alex Filippenko | Jeffrey Silverman  2010PASP..122....1Z
SN 2007gi Ia  Ia,Ia-norm  sn2007gi-20070814.173-ui.flm  20070814.173  None | 14 Kast  3310.0 - 10500.0  103.489 Mohan Ganeshalingam, Frank Serduke | Thea Steele  2010PASP..122....1Z
SN 2007gi Ia  Ia,Ib,Ib-norm,Ia-norm sn2007gi-20080115.551-ui.flm  20080115.551  None | 168  Kast  3320.0 - 10500.0  22.8233 Mohan Ganeshalingam, Thea Steele, Lee | Thea Steele 2010PASP..122....1Z
SN 2007gi Ia  Ia,Ia-norm  sn2007gi-20070821.163-ui.flm  20070821.163  None | 21 Kast  3310.0 - 10500.0  86.8826 Xiaofeng Wang, Frank Serduke | Thea Steele  2010PASP..122....1Z
SN 2007gk Ia  Ia,Ia-99aa,Ia-norm  sn2007gk-20070905.172-ui.flm  20070905.172  None | 31 Kast  3310.0 - 10500.0  19.477  Xiaofeng Wang, Emily Miller, Jeffrey Silverman | Jeffrey Silverman  2012MNRAS.425.1789S
SN 2007gk Ia  Ia,Ia-norm  sn2007gk-20070814.237-ui.flm  20070814.237  None | 9  Kast  3310.0 - 10500.0  53.2131 Mohan Ganeshalingam, Frank Serduke | Thea Steele  2012MNRAS.425.1789S
SN 2007hj Ia  Ia,Ia-norm  sn2007hj-20070905.250-ui.flm  20070905.25 None | 4  Kast  3310.0 - 10500.0  52.9986 Xiaofeng Wang, Emily Miller, Jeffrey Silverman | Jeffrey Silverman  2012MNRAS.425.1789S
SN 2007hj Ia  Ia,Ia-norm  sn2007hj-20070919.206-ui.flm  20070919.206  None | 18 Kast  3320.0 - 10600.0  48.1188 Jeffrey Silverman, Mohan Ganeshalingam, Alex Filippenko | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007hj Ia  Ia,Ia-norm  sn2007hj-20071015.315-br.flm  20071015.315  None | 44 LRIS  3200.0 - 9214.0 16.3402 Maryam Modjaz, Alex Filippenko, Ryan Foley, Jeffrey Silverman | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007hj Ia  Ia,Ia-norm  sn2007hj-20071118.132-ui.flm  20071118.132  None | 78 Kast  3310.0 - 10630.0  7.33884 Frank Serduke, Xiaofeng Wang, Alex Filippenko | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007hu Ia  Ia,Ia-norm  sn2007hu-20070919.184-ui.flm  20070919.184  8.7 | 10  Kast  3320.0 - 10600.0  22.1224 Jeffrey Silverman, Mohan Ganeshalingam, Alex Filippenko | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007hu Ia  Ia,Ia-norm  sn2007hu-20071015.264-br.flm  20071015.264  33.8 | 36 LRIS  3212.0 - 9210.0 1 4.4798 Maryam Modjaz, Alex Filippenko, Ryan Foley, Jeffrey Silverman | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007if Ia-pec  Ia,Ia-99aa,Ia-norm  sn2007if-20071112.204-br.flm  20071112.204  None | 88 LRIS  3138.0 - 9170.0 28.2124 Jeffrey Silverman, Alex Filippenko | Jeffrey Silverman  2011MNRAS.410..585S
SN 2007if Ia-pec  Ia,Ia-norm,Ia-02cx  sn2007if-20071015.393-br.flm  20071015.393  None | 60 LRIS  3200.0 - 9216.0 34.9628 Maryam Modjaz, Alex Filippenko, Ryan Foley, Jeffrey Silverman | Jeffrey Silverman 2011MNRAS.410..585S
SN 2007if Ia-pec  Ia,Ia-99aa,Ia-norm  sn2007if-20071213.245-br.flm  20071213.245  None | 119  LRIS  3270.0 - 9150.0 17.0113 Jeffrey Silverman, Alex Filippenko | Jeffrey Silverman  2011MNRAS.410..585S
SN 2007ir Ia  Ia,Ic,Ia-norm,Ic-broad  sn2007ir-20070919.461-ui.flm  20070919.461  None | 7  Kast  3320.0 - 10600.0  12.3354 Jeffrey Silverman, Mohan Ganeshalingam, Alex Filippenko | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007ir Ia  Ia,Ia-norm  sn2007ir-20071014.641-br.flm  20071014.641  None | 32 LRIS  3118.0 - 8712.0 7.19951 Maryam Modjaz, Alex Filippenko, Ryan Foley, Jeffrey Silverman | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007is Ia  Ia,Ia-norm  sn2007is-20070919.144-ui.flm  20070919.144  -3.9 | 5  Kast  3320.0 - 10600.0  46.488  Jeffrey Silverman, Mohan Ganeshalingam, Alex Filippenko | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007is Ia  Ia,Ia-norm  sn2007is-20071015.243-br.flm  20071015.243  21.4 | 31 LRIS  3200.0 - 9210.0 23.476  Maryam Modjaz, Alex Filippenko, Ryan Foley, Jeffrey Silverman | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007kd Ia  Ia,Ia-norm  sn2007kd-20071111.652-br.flm  20071111.652  None | 49 LRIS  3140.0 - 9100.0 20.6143 Jeffrey Silverman, Alex Filippenko | Jeffrey Silverman  2012MNRAS.425.1789S
SN 2007kf Ia  Ia,Ia-norm  sn2007kf-20071015.286-br.flm  20071015.286  None | 23 LRIS  3270.0 - 9210.0 15.554  Maryam Modjaz, Alex Filippenko, Ryan Foley, Jeffrey Silverman | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007kg Ia  Ia,Ia-99aa,Ia-norm  sn2007kg-20071015.371-br.flm  20071015.371  None | 23 LRIS  3200.0 - 9212.0 31.0777 Maryam Modjaz, Alex Filippenko, Ryan Foley, Jeffrey Silverman | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007kk Ia  Ia,Ia-norm  sn2007kk-20071016.639-br.flm  20071016.639  5.8 | 18  LRIS  3100.0 - 9190.0 49.0676 Maryam Modjaz, Alex Filippenko, Ryan Foley, Jeffrey Silverman | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007le Ia  Ia,Ia-norm  sn2007le-20071111.198-br.flm  20071111.198  None | 29 LRIS  3050.0 - 9100.0 89.4054 Jeffrey Silverman, Alex Filippenko | Jeffrey Silverman  2009ApJ...702.1157S
SN 2007le Ia  Ia,Ia-norm  sn2007le-20071112.187-br.flm  20071112.187  None | 30 LRIS  3050.0 - 9100.0 95.608  Jeffrey Silverman, Alex Filippenko | Jeffrey Silverman  2009ApJ...702.1157S
SN 2007le Ia  Ia,Ia-norm  sn2007le-20071015.325-br.flm  20071015.325  None | 2  LRIS  3200.0 - 9214.0 69.0762 Maryam Modjaz, Alex Filippenko, Ryan Foley, Jeffrey Silverman | Jeffrey Silverman 2009ApJ...702.1157S
SN 2007le Ia  Ia,Ia-norm  sn2007le-20071016.233-br.flm  20071016.233  None | 3  LRIS  3100.0 - 9190.0 80.6695 Maryam Modjaz, Alex Filippenko, Ryan Foley, Jeffrey Silverman | Jeffrey Silverman 2009ApJ...702.1157S
SN 2007le Ia  Ia,Ia-norm  sn2007le-20071212.199-br.flm  20071212.199  None | 60 LRIS  3090.0 - 9150.0 60.3567 Jeffrey Silverman, Alex Filippenko | Jeffrey Silverman  2009ApJ...702.1157S
SN 2007le Ia  Ia,Ia-norm  sn2007le-20071102.182-ui.flm  20071102.182  None | 20 Kast  3334.0 - 10620.0  70.4021 Jeffrey Silverman, Mohan Ganeshalingam | Jeffrey Silverman  2009ApJ...702.1157S
SN 2007le Ia  Ia,Ia-99aa,Ia-norm  sn2007le-20071118.182-ui.flm  20071118.182  None | 36 Kast  3310.0 - 10640.0  55.5009 Frank Serduke, Xiaofeng Wang, Alex Filippenko | Jeffrey Silverman 2009ApJ...702.1157S
SN 2007le Ia  Ia,Ia-norm  sn2007le-20071201.121-ui.flm  20071201.121  None | 49 Kast  3326.0 - 10630.0  35.7215 Xiaofeng Wang, Frank Serduke | Jeffrey Silverman  2009ApJ...702.1157S
SN 2007le Ia  Ia,Ia-norm  sn2007le-20080827.490-br.flm  20080827.49 None | 319  LRIS  3268.0 - 9240.0 10.395  Maryam Modjaz, Kewley | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007on Ia  Ia,Ia-norm  sn2007on-20071201.053-br.flm  20071201.053  None | 26 Kast  4000.0 - 10399.0  59.6841 Xiaofeng Wang, Frank Serduke | Jeffrey Silverman  2012MNRAS.425.1789S
SN 2007on Ia  Ia,Ia-norm  sn2007on-20071112.468-br.flm  20071112.468  None | 7  LRIS  3050.0 - 9170.0 101.012 Jeffrey Silverman, Alex Filippenko | Jeffrey Silverman  2012MNRAS.425.1789S
SN 2007on Ia  Ia,Ia-norm  sn2007on-20071112.473-hires1.flm  20071112.473  None | 7  LRIS  3734.0 - 6840.01  93.5671 Jeffrey Silverman, Alex Filippenko | Jeffrey Silverman  2012MNRAS.425.1789S
SN 2007on Ia  Ia,Ia-norm  sn2007on-20071213.349-br.flm  20071213.349  None | 38 LRIS  3312.0 - 9134.0 61.0727 Jeffrey Silverman, Alex Filippenko | Jeffrey Silverman  2012MNRAS.425.1789S
SN 2007qd Ia-pec  Ia,Ic,Ia-norm,Ia-02cx sn2007qd-20071112.535-br.flm  20071112.535  None | 12 LRIS  3158.0 - 9170.0 7.15879 Jeffrey Silverman, Alex Filippenko | Jeffrey Silverman  2012MNRAS.425.1789S
SN 2007qe Ia  Ia,Ia-norm  sn2007qe-20071118.104-ui.flm  20071118.104  -6.8 | 5  Kast  3310.0 - 10630.0  49.1509 Frank Serduke, Xiaofeng Wang, Alex Filippenko | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007qe Ia  Ia,Ia-norm  sn2007qe-20071201.176-ui.flm  20071201.176  5.9 | 18  Kast  3326.0 - 10630.0  43.7922 Xiaofeng Wang, Frank Serduke | Jeffrey Silverman  2012MNRAS.425.1789S
SN 2007qe Ia  Ia,Ia-norm  sn2007qe-20071211.187-ui.flm  20071211.187  15.6 | 28 Kast  3320.0 - 10500.0  21.5685 Xiaofeng Wang, Frank Serduke | Thea Steele  2012MNRAS.425.1789S
SN 2007rx Ia  Ia,Ia-norm  sn2007rx-20071211.156-ui.flm  20071211.156  None | 13 Kast  3320.0 - 10500.0  35.6514 Xiaofeng Wang, Frank Serduke | Thea Steele  2012MNRAS.425.1789S
SN 2007ry Ia  Ia,Ib,Ib-norm,Ia-norm sn2007ry-20071211.485-ui.flm  20071211.485  None | 3  Kast  3458.0 - 10500.0  13.6072 Xiaofeng Wang, Frank Serduke | Thea Steele  2012MNRAS.425.1789S
SN 2007sa Ia  Ia,Ia-norm  sn2007sa-20071213.675-br.flm  20071213.675  None | 22 LRIS  3270.0 - 9150.0 43.1573 Jeffrey Silverman, Alex Filippenko | Jeffrey Silverman  2012MNRAS.425.1789S
SN 2007sr Ia  Ia,Ia-norm  sn2007sr-20080428.243-br.flm  20080428.243  135.3 | 132 LRIS  3160.0 - 9210.0 43.4246 Alex Filippenko, Jeffrey Silverman, Thea Steele, Dovi Poznanski | Jeffrey Silverman 2012MNRAS.425.1789S
SN 2007sr Ia  Ia,Ia-norm  sn2007sr-20080115.587-ui.flm  20080115.587  31.8 | 28 Kast  3320.0 - 10500.0  69.0911 Mohan Ganeshalingam, Thea Steele, Lee | Thea Steele 2012MNRAS.425.1789S
SN 2007su Ia  Ia,Ia-norm  sn2007su-20071231.132-ui.flm  20071231.132  4.9 | 12  Kast  3490.0 - 9888.0 19.1719 Ryan Chornock, Xiaofeng Wang, Alex Filippenko | Thea Steele 2012MNRAS.425.1789S
SN 2007ux Ia  Ia,Ia-norm  sn2007ux-20080115.483-ui.flm  20080115.483  14.6 | 23 Kast  3386.0 - 10356.0  24.8982 Mohan Ganeshalingam, Thea Steele, Lee | Thea Steele 2012MNRAS.425.1789S
SN 2007ux Ia  Ia,Ia-norm  sn2007ux-20071231.459-ui.flm  20071231.459  0.0 | 8 Kast  3528.0 - 10304.0  14.5065 Ryan Chornock, Xiaofeng Wang, Alex Filippenko | Thea Steele 2012MNRAS.425.1789S
SN 2007s1 Ia  Ia,Ia-norm  sn2007s1-20071102.133-ui.flm  20071102.133  None | 12 Kast  3332.0 - 10620.0  36.3326 Jeffrey Silverman, Mohan Ganeshalingam | Jeffrey Silverman  2012MNRAS.425.1789S
SN 2007s1 Ia  Ia,Ia-99aa,Ia-norm  sn2007s1-20071212.221-br.flm  20071212.221  None | 52 LRIS  3170.0 - 9150.0 28.7564 Jeffrey Silverman, Alex Filippenko | Jeffrey Silverman  2012MNRAS.425.1789S
SN 2008A  Ia  Ia,Ia-norm,Ia-02cx  sn2008a-20080216.228-ui.flm 20080216.228  None | 45 Kast  3370.0 - 10500.0  10.8692 Jeffrey Silverman, Lee, Mohan Ganeshalingam, Thea Steele | Thea Steele  2014ApJ...786..134M
SN 2008A  Ia  Ia,Ib,Ia-91bg,IIb sn2008a-20080803.625-br.flm 20080803.625  None | 214  LRIS  3402.0 - 9196.0 7.15629 Perley, Bloom, Miller | Jeffrey Silverman 2014ApJ...786..134M
SN 2008A  Ia  Ia,Ib,Ic-norm,IIb sn2008a-20080828.513-br.flm 20080828.513  None | 239  LRIS  3270.0 - 9256.0 9.49549 Maryam Modjaz, Kewley | Jeffrey Silverman 2014ApJ...786..134M
